Species,Reference Genome,Challenge,Publication,BioProject,BioSample,Experiment,Run,SRA_Sample,donor_identifier,source_name,treatment,cell_type,time_point,sex,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220264,ERX443164,ERR477332,ERS358515,C57 Bl/6,C57BL6_day12_spleen_2,Plasmodium chabaudi,spleen,day12,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675965,ERX652882,ERR708578,ERS515989,C57 Bl/6,C57BL6_day12_spleen_2,Plasmodium chabaudi,spleen,day12,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675965,ERX652903,ERR708599,ERS515989,C57 Bl/6,C57BL6_day12_spleen_2,Plasmodium chabaudi,spleen,day12,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220283,ERX416498,ERR450126,ERS358534,C57 Bl/6,C57BL6_day12_spleen_3,Plasmodium chabaudi,spleen,day12,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220283,ERX416518,ERR450146,ERS358534,C57 Bl/6,C57BL6_day12_spleen_3,Plasmodium chabaudi,spleen,day12,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220283,ERX443128,ERR477296,ERS358534,C57 Bl/6,C57BL6_day12_spleen_3,Plasmodium chabaudi,spleen,day12,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220283,ERX443141,ERR477309,ERS358534,C57 Bl/6,C57BL6_day12_spleen_3,Plasmodium chabaudi,spleen,day12,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2676004,ERX710570,ERR767297,ERS516028,C57 Bl/6,C57BL6_day12_spleen_3,Plasmodium chabaudi,spleen,day12,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2676004,ERX710587,ERR767314,ERS516028,C57 Bl/6,C57BL6_day12_spleen_3,Plasmodium chabaudi,spleen,day12,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675970,ERX652887,ERR708583,ERS515994,C57 Bl/6,C57BL6_day3_spleen_1,Plasmodium chabaudi,spleen,day3,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675970,ERX652908,ERR708604,ERS515994,C57 Bl/6,C57BL6_day3_spleen_1,Plasmodium chabaudi,spleen,day3,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675996,ERX681359,ERR737668,ERS516020,C57 Bl/6,C57BL6_day3_spleen_2,Plasmodium chabaudi,spleen,day3,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675996,ERX681380,ERR737689,ERS516020,C57 Bl/6,C57BL6_day3_spleen_2,Plasmodium chabaudi,spleen,day3,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675996,ERX710615,ERR767342,ERS516020,C57 Bl/6,C57BL6_day3_spleen_2,Plasmodium chabaudi,spleen,day3,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675996,ERX710631,ERR767358,ERS516020,C57 Bl/6,C57BL6_day3_spleen_2,Plasmodium chabaudi,spleen,day3,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2676012,ERX710578,ERR767305,ERS516036,C57 Bl/6,C57BL6_day3_spleen_3,Plasmodium chabaudi,spleen,day3,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2676012,ERX710595,ERR767322,ERS516036,C57 Bl/6,C57BL6_day3_spleen_3,Plasmodium chabaudi,spleen,day3,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220248,ERX421607,ERR455252,ERS358499,C57 Bl/6,C57BL6_day5_spleen_1,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220248,ERX421627,ERR455272,ERS358499,C57 Bl/6,C57BL6_day5_spleen_1,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220248,ERX443177,ERR477345,ERS358499,C57 Bl/6,C57BL6_day5_spleen_1,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220248,ERX443188,ERR477356,ERS358499,C57 Bl/6,C57BL6_day5_spleen_1,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675893,ERX659676,ERR715754,ERS515917,C57 Bl/6,C57BL6_day5_spleen_1,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675893,ERX659697,ERR715775,ERS515917,C57 Bl/6,C57BL6_day5_spleen_1,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675943,ERX652839,ERR708535,ERS515967,C57 Bl/6,C57BL6_day5_spleen_2,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675943,ERX652860,ERR708556,ERS515967,C57 Bl/6,C57BL6_day5_spleen_2,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220281,ERX416496,ERR450124,ERS358532,C57 Bl/6,C57BL6_day5_spleen_3,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220281,ERX416516,ERR450144,ERS358532,C57 Bl/6,C57BL6_day5_spleen_3,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220281,ERX443126,ERR477294,ERS358532,C57 Bl/6,C57BL6_day5_spleen_3,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220281,ERX443139,ERR477307,ERS358532,C57 Bl/6,C57BL6_day5_spleen_3,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675992,ERX681355,ERR737664,ERS516016,C57 Bl/6,C57BL6_day5_spleen_3,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675992,ERX681376,ERR737685,ERS516016,C57 Bl/6,C57BL6_day5_spleen_3,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675992,ERX710611,ERR767338,ERS516016,C57 Bl/6,C57BL6_day5_spleen_3,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675992,ERX710627,ERR767354,ERS516016,C57 Bl/6,C57BL6_day5_spleen_3,Plasmodium chabaudi,spleen,day5,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675899,ERX659682,ERR715760,ERS515923,C57 Bl/6,C57BL6_day6_spleen_1,Plasmodium chabaudi,spleen,day6,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675899,ERX659703,ERR715781,ERS515923,C57 Bl/6,C57BL6_day6_spleen_1,Plasmodium chabaudi,spleen,day6,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675913,ERX652788,ERR708484,ERS515937,C57 Bl/6,C57BL6_day6_spleen_2,Plasmodium chabaudi,spleen,day6,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675913,ERX652809,ERR708505,ERS515937,C57 Bl/6,C57BL6_day6_spleen_2,Plasmodium chabaudi,spleen,day6,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675940,ERX652836,ERR708532,ERS515964,C57 Bl/6,C57BL6_day6_spleen_3,Plasmodium chabaudi,spleen,day6,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675940,ERX652857,ERR708553,ERS515964,C57 Bl/6,C57BL6_day6_spleen_3,Plasmodium chabaudi,spleen,day6,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675969,ERX652886,ERR708582,ERS515993,C57 Bl/6,C57BL6_day7_spleen_1,Plasmodium chabaudi,spleen,day7,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675969,ERX652907,ERR708603,ERS515993,C57 Bl/6,C57BL6_day7_spleen_1,Plasmodium chabaudi,spleen,day7,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2676013,ERX710579,ERR767306,ERS516037,C57 Bl/6,C57BL6_day7_spleen_2,Plasmodium chabaudi,spleen,day7,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2676013,ERX710596,ERR767323,ERS516037,C57 Bl/6,C57BL6_day7_spleen_2,Plasmodium chabaudi,spleen,day7,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675993,ERX681356,ERR737665,ERS516017,C57 Bl/6,C57BL6_day7_spleen_3,Plasmodium chabaudi,spleen,day7,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675993,ERX681377,ERR737686,ERS516017,C57 Bl/6,C57BL6_day7_spleen_3,Plasmodium chabaudi,spleen,day7,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675993,ERX710612,ERR767339,ERS516017,C57 Bl/6,C57BL6_day7_spleen_3,Plasmodium chabaudi,spleen,day7,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675993,ERX710628,ERR767355,ERS516017,C57 Bl/6,C57BL6_day7_spleen_3,Plasmodium chabaudi,spleen,day7,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220255,ERX421614,ERR455259,ERS358506,C57 Bl/6,C57BL6_day8_spleen_1,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220255,ERX421634,ERR455279,ERS358506,C57 Bl/6,C57BL6_day8_spleen_1,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220255,ERX443181,ERR477349,ERS358506,C57 Bl/6,C57BL6_day8_spleen_1,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220255,ERX443192,ERR477360,ERS358506,C57 Bl/6,C57BL6_day8_spleen_1,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675894,ERX659677,ERR715755,ERS515918,C57 Bl/6,C57BL6_day8_spleen_1,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675894,ERX659698,ERR715776,ERS515918,C57 Bl/6,C57BL6_day8_spleen_1,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675901,ERX659684,ERR715762,ERS515925,C57 Bl/6,C57BL6_day8_spleen_2,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675901,ERX659705,ERR715783,ERS515925,C57 Bl/6,C57BL6_day8_spleen_2,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220298,ERX416513,ERR450141,ERS358549,C57 Bl/6,C57BL6_day8_spleen_3,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220298,ERX416533,ERR450161,ERS358549,C57 Bl/6,C57BL6_day8_spleen_3,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220298,ERX443137,ERR477305,ERS358549,C57 Bl/6,C57BL6_day8_spleen_3,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220298,ERX443150,ERR477318,ERS358549,C57 Bl/6,C57BL6_day8_spleen_3,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675923,ERX652799,ERR708495,ERS515947,C57 Bl/6,C57BL6_day8_spleen_3,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675923,ERX652820,ERR708516,ERS515947,C57 Bl/6,C57BL6_day8_spleen_3,Plasmodium chabaudi,spleen,day8,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2676007,ERX710573,ERR767300,ERS516031,C57 Bl/6,C57BL6_day9_spleen_1,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2676007,ERX710590,ERR767317,ERS516031,C57 Bl/6,C57BL6_day9_spleen_1,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220280,ERX421659,ERR455304,ERS358531,C57 Bl/6,C57BL6_day9_spleen_2,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220280,ERX421678,ERR455323,ERS358531,C57 Bl/6,C57BL6_day9_spleen_2,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220280,ERX443162,ERR477330,ERS358531,C57 Bl/6,C57BL6_day9_spleen_2,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220280,ERX443173,ERR477341,ERS358531,C57 Bl/6,C57BL6_day9_spleen_2,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2676009,ERX710575,ERR767302,ERS516033,C57 Bl/6,C57BL6_day9_spleen_2,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2676009,ERX710592,ERR767319,ERS516033,C57 Bl/6,C57BL6_day9_spleen_2,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220291,ERX416506,ERR450134,ERS358542,C57 Bl/6,C57BL6_day9_spleen_3,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220291,ERX416526,ERR450154,ERS358542,C57 Bl/6,C57BL6_day9_spleen_3,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220291,ERX443132,ERR477300,ERS358542,C57 Bl/6,C57BL6_day9_spleen_3,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220291,ERX443145,ERR477313,ERS358542,C57 Bl/6,C57BL6_day9_spleen_3,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675916,ERX652791,ERR708487,ERS515940,C57 Bl/6,C57BL6_day9_spleen_3,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2675916,ERX652812,ERR708508,ERS515940,C57 Bl/6,C57BL6_day9_spleen_3,Plasmodium chabaudi,spleen,day9,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220242,ERX421601,ERR455246,ERS358493,C57 Bl/6,C57BL6_naive_spleen_1,Control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220242,ERX421621,ERR455266,ERS358493,C57 Bl/6,C57BL6_naive_spleen_1,Control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220242,ERX443174,ERR477342,ERS358493,C57 Bl/6,C57BL6_naive_spleen_1,Control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220242,ERX443185,ERR477353,ERS358493,C57 Bl/6,C57BL6_naive_spleen_1,Control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220266,ERX421645,ERR455290,ERS358517,C57 Bl/6,C57BL6_naive_spleen_2,Control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220266,ERX421664,ERR455309,ERS358517,C57 Bl/6,C57BL6_naive_spleen_2,Control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220266,ERX443154,ERR477322,ERS358517,C57 Bl/6,C57BL6_naive_spleen_2,Control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220266,ERX443165,ERR477333,ERS358517,C57 Bl/6,C57BL6_naive_spleen_2,Control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220292,ERX416507,ERR450135,ERS358543,C57 Bl/6,C57BL6_naive_spleen_3,Control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220292,ERX416527,ERR450155,ERS358543,C57 Bl/6,C57BL6_naive_spleen_3,Control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220292,ERX443133,ERR477301,ERS358543,C57 Bl/6,C57BL6_naive_spleen_3,Control,spleen,day0,,,,,
Mus musculus,Mus_musculus,Plasmodium chabaudi,,PRJEB4731,SAMEA2220292,ERX443146,ERR477314,ERS358543,C57 Bl/6,C57BL6_naive_spleen_3,Control,spleen,day0,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665962,SRX476867,SRR1177756,SRS562582,487,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665960,SRX476866,SRR1177755,SRS562581,487,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665990,SRX476865,SRR1177754,SRS562580,477,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665991,SRX476864,SRR1177753,SRS562579,477,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665989,SRX476863,SRR1177752,SRS562578,475,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665986,SRX476862,SRR1177751,SRS562577,475,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665988,SRX476861,SRR1177750,SRS562576,468,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665987,SRX476860,SRR1177749,SRS562575,468,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665981,SRX476859,SRR1177748,SRS562574,464,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665983,SRX476858,SRR1177747,SRS562573,464,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665982,SRX476857,SRR1177746,SRS562572,433,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665984,SRX476856,SRR1177745,SRS562571,433,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665985,SRX476855,SRR1177744,SRS562570,396,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665979,SRX476854,SRR1177743,SRS562569,396,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665978,SRX476853,SRR1177742,SRS562568,392,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665980,SRX476852,SRR1177741,SRS562567,392,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665976,SRX476851,SRR1177740,SRS562566,391,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665977,SRX476850,SRR1177739,SRS562565,391,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665975,SRX476849,SRR1177738,SRS562564,382,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665973,SRX476848,SRR1177737,SRS562563,382,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665972,SRX476847,SRR1177736,SRS562562,380,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665974,SRX476846,SRR1177735,SRS562561,380,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665971,SRX476845,SRR1177734,SRS562560,370,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665969,SRX476844,SRR1177733,SRS562559,370,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665967,SRX476843,SRR1177732,SRS562558,353,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665966,SRX476842,SRR1177731,SRS562557,353,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665961,SRX476841,SRR1177730,SRS562556,340,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665968,SRX476840,SRR1177729,SRS562555,340,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665964,SRX476839,SRR1177728,SRS562554,322,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665959,SRX476838,SRR1177727,SRS562553,322,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665970,SRX476837,SRR1177726,SRS562552,321,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665965,SRX476836,SRR1177725,SRS562550,321,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665958,SRX476835,SRR1177724,SRS562551,307,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665963,SRX476834,SRR1177723,SRS562549,307,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665955,SRX476833,SRR1177722,SRS562548,294,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665956,SRX476832,SRR1177721,SRS562547,294,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665957,SRX476831,SRR1177720,SRS562546,262,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665953,SRX476830,SRR1177719,SRS562545,262,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665954,SRX476829,SRR1177718,SRS562544,255,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665949,SRX476828,SRR1177717,SRS562543,255,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665951,SRX476827,SRR1177716,SRS562542,245,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665947,SRX476826,SRR1177715,SRS562541,245,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665952,SRX476825,SRR1177714,SRS562539,233,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665945,SRX476824,SRR1177713,SRS562540,233,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665950,SRX476823,SRR1177712,SRS562538,226,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665944,SRX476822,SRR1177711,SRS562537,226,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665946,SRX476821,SRR1177710,SRS562536,218,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665948,SRX476820,SRR1177709,SRS562535,218,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665942,SRX476819,SRR1177708,SRS562534,215,,Plasmodium falciparum,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665941,SRX476818,SRR1177707,SRS562533,215,,none,whole blood,,,,,,
Homo sapiens,Homo_sapiens,Plasmodium falciparum,,PRJNA227074,SAMN02665939,SRX476817,SRR1177706,SRS562532,214,,Plasmodium falciparum,whole blood,,,,,,
